id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,consultation_generale,chirurgie_oculaire,correction_visuelle,vente_lunettes,traitement_cataracte,traitement_glaucome,laser_vision,horaires
OPH0120,Cabinet Ophtalmologique Ndoumbe,Douala,Douala V,Soboum,4.006743,9.746441,+237 678 178 074,ndoumbe@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 07h00–20h00
OPH0121,Centre Ophtalmologique Saint-Jean,Douala,Douala IV,Mboppi,4.072794,9.756703,+237 222 132 485,jean@ophta.cm,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0122,Cabinet Ophtalmologique Onana,Douala,Douala II,Ndokoti,4.034515,9.621277,+237 677 240 170,onana@hotmail.com,Oui,Non,Oui,Oui,Non,Oui,Oui,Lun–Ven 08h00–18h00
OPH0123,Ophtalmologie Confiance,Yaoundé,Yaoundé I,Cité Verte,3.907766,11.482426,+237 655 258 555,ophtalmologiec@ophta.cm,Oui,Oui,Non,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0124,Ophtalmologie Santé,Yaoundé,Yaoundé VI,Messa,3.810068,11.442617,+237 243 131 178,ophtalmologies@yahoo.fr,Oui,Oui,Non,Oui,Non,Oui,Oui,Lun–Sam 08h00–17h00
OPH0125,Centre Ophtalmologique Saint-Monique,Douala,Douala II,Makepe,3.962686,9.696787,+237 677 252 398,monique@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Sam 08h30–18h30
OPH0126,Clinique Ophtalmologique de Soboum,Douala,Douala IV,Bonamoussadi,4.105106,9.769784,+237 650 859 809,soboum@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0127,Clinique Ophtalmologique de Nyalla,Douala,Douala VI,PK12,4.056771,9.677537,+237 695 212 753,nyalla@gmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0128,Ophtalmologie Providence,Douala,Douala V,Akwa,4.121654,9.733473,+237 691 780 713,ophtalmologiep@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Dim 08h00–18h00
OPH0129,Centre de la Vision Hamadou,Douala,Douala II,Nyalla,4.112945,9.734576,+237 697 956 364,visionhamadou@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0130,Clinique Ophtalmologique de Mokolo,Yaoundé,Yaoundé VI,Mokolo,3.769125,11.51245,+237 653 664 935,mokolo@hotmail.com,Oui,Non,Oui,Non,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0131,Ophtalmologie Lumière,Yaoundé,Yaoundé III,Olembe,3.802376,11.554602,+237 692 930 260,ophtalmologiel@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0132,Ophtalmologie Bien-être,Douala,Douala VI,Makepe,4.114267,9.696796,+237 242 750 400,ophtalmologieb@yahoo.fr,Oui,Non,Non,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0133,Centre de la Vision Essomba,Yaoundé,Yaoundé VII,Nsam,3.941462,11.557242,+237 695 680 777,visionessomba@yahoo.fr,Oui,Non,Oui,Non,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0134,Ophtalmologie Harmonie,Douala,Douala IV,Bonanjo,4.022326,9.646215,+237 693 731 396,ophtalmologieh@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0135,Centre de la Vision Hamadou,Douala,Douala III,PK17,4.099574,9.74304,+237 233 084 215,visionhamadou@yahoo.fr,Oui,Non,Oui,Non,Oui,Non,Oui,Lun–Sam 07h00–20h00
OPH0136,Clinique Ophtalmologique de Bali,Douala,Douala V,Village,4.106724,9.763714,+237 242 122 676,bali@hotmail.com,Oui,Non,Oui,Oui,Oui,Oui,Oui,7j/7 — 08h00–20h00
OPH0137,Clinique Ophtalmologique de Kotto,Douala,Douala V,PK17,4.073791,9.629349,+237 243 989 354,kotto@gmail.com,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0138,Centre de la Vision Assamba,Yaoundé,Yaoundé III,Nlongkak,3.902939,11.420359,+237 694 721 213,visionassamba@yahoo.fr,Oui,Non,Oui,Non,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0139,Cabinet Ophtalmologique Onana,Douala,Douala II,Bonaloka,4.089929,9.746216,+237 222 454 598,onana@ophta.cm,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0140,Clinique des Yeux de PK17,Douala,Douala IV,PK17,4.026086,9.694154,+237 678 599 253,desyeuxpk17@yahoo.fr,Oui,Non,Oui,Non,Oui,Non,Oui,Lun–Sam 08h30–18h30
OPH0141,Centre de la Vision Ndjock,Douala,Douala VI,Logbessou,4.098492,9.734141,+237 653 080 068,visionndjock@ophta.cm,Oui,Non,Oui,Non,Non,Non,Non,7j/7 — 08h00–20h00
OPH0142,Centre de la Vision Abega,Douala,Douala V,Bassa,3.978777,9.745612,+237 233 756 531,visionabega@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Ven 08h00–18h00
OPH0143,Centre Ophtalmologique Saint-Marie,Yaoundé,Yaoundé II,Nlongkak,3.778972,11.507981,+237 699 227 098,marie@gmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Sam 08h30–18h30
OPH0144,Cabinet Ophtalmologique Feudjio,Yaoundé,Yaoundé VI,Nkolbisson,3.896393,11.436505,+237 678 563 796,feudjio@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Sam 08h00–17h00
OPH0145,Clinique des Yeux de Mvog-Mbi,Yaoundé,Yaoundé IV,Nkoabang,3.877349,11.530213,+237 691 379 438,desyeuxmvog-mb@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Sam 08h00–17h00
OPH0146,Cabinet Ophtalmologique Elong,Yaoundé,Yaoundé V,Biteng,3.849618,11.495023,+237 692 658 485,elong@gmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0147,Cabinet Ophtalmologique Manga,Yaoundé,Yaoundé III,Nkol-Afeme,3.798733,11.456018,+237 690 740 862,manga@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Oui,Lun–Sam 07h00–20h00
OPH0148,Centre de la Vision Nlend,Douala,Douala V,Bonapriso,4.005811,9.651925,+237 242 443 921,visionnlend@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Sam 07h00–20h00
OPH0149,Ophtalmologie Santé,Douala,Douala VI,Ndoghem,4.128225,9.670709,+237 694 822 839,ophtalmologies@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0150,Clinique Ophtalmologique de Youpwé,Douala,Douala IV,New Bell,4.059023,9.749806,+237 690 720 869,youpwé@gmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0151,Clinique des Yeux de Nkoldongo,Yaoundé,Yaoundé V,Tsinga,3.905859,11.56733,+237 691 639 693,desyeuxnkoldon@hotmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0152,Cabinet Ophtalmologique Belinga,Yaoundé,Yaoundé III,Nkol-Eton,3.853475,11.604605,+237 696 022 900,belinga@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Ven 07h30–17h30
OPH0153,Centre Ophtalmologique Saint-Joachim,Yaoundé,Yaoundé II,Madagascar,3.937368,11.453009,+237 653 377 991,joachim@yahoo.fr,Oui,Non,Oui,Non,Non,Oui,Oui,Lun–Ven 08h00–18h00
OPH0154,Centre de la Vision Nlend,Yaoundé,Yaoundé I,Nsam,3.804345,11.521997,+237 654 511 390,visionnlend@hotmail.com,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0155,Clinique des Yeux de Bonanjo,Douala,Douala III,Bonanjo,4.01076,9.739278,+237 698 929 279,desyeuxbonanjo@hotmail.com,Oui,Oui,Non,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0156,Cabinet Ophtalmologique Hamadou,Douala,Douala V,Bonapriso,4.01459,9.631824,+237 651 549 126,hamadou@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0157,Clinique Ophtalmologique de Kondengui,Yaoundé,Yaoundé II,Kondengui,3.905842,11.549404,+237 699 953 725,kondengui@ophta.cm,Oui,Non,Non,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
OPH0158,Centre de la Vision Eba,Douala,Douala VI,Soboum,4.133161,9.708185,+237 679 840 049,visioneba@ophta.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0159,Ophtalmologie Espoir,Yaoundé,Yaoundé I,Nkol-Afeme,3.948652,11.508974,+237 653 608 441,ophtalmologiee@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0160,Clinique Ophtalmologique de Djoungolo,Yaoundé,Yaoundé V,Odza,3.775406,11.571069,+237 695 053 565,djoungolo@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Sam 08h00–17h00
OPH0161,Clinique des Yeux de New Bell,Douala,Douala III,New Bell,4.019408,9.640765,+237 677 846 611,desyeuxnewbell@hotmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0162,Clinique Ophtalmologique de Deido,Douala,Douala IV,PK8,4.050871,9.631058,+237 697 848 843,deido@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0163,Centre Ophtalmologique Saint-Marc,Yaoundé,Yaoundé VII,Nkoabang,3.81153,11.560483,+237 653 596 420,marc@hotmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0164,Centre Ophtalmologique Saint-Claire,Yaoundé,Yaoundé VI,Nlongkak,3.797639,11.455117,+237 654 388 571,claire@gmail.com,Oui,Non,Oui,Non,Oui,Non,Oui,Lun–Dim 08h00–18h00
OPH0165,Centre de la Vision Ondoa,Yaoundé,Yaoundé VI,Briqueterie,3.879872,11.455,+237 222 012 719,visionondoa@ophta.cm,Oui,Non,Oui,Non,Non,Non,Oui,Lun–Ven 08h00–18h00
OPH0166,Centre Ophtalmologique Saint-Patrick,Douala,Douala I,Mbanya,3.990484,9.770502,+237 697 746 542,patrick@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Non,Lun–Sam 07h30–19h00
OPH0167,Centre Ophtalmologique Saint-Anne,Douala,Douala IV,Bonapriso,4.082617,9.719094,+237 222 167 374,anne@hotmail.com,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Sam 08h00–17h00
OPH0168,Ophtalmologie Bien-être,Douala,Douala II,Makepe,4.009489,9.716309,+237 655 108 960,ophtalmologieb@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Sam 08h30–18h30
OPH0169,Centre de la Vision Engoulou,Douala,Douala IV,Bonamoussadi,4.030369,9.674637,+237 699 290 742,visionengoulou@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Ven 08h00–18h00
OPH0170,Centre de la Vision Tchoupo,Yaoundé,Yaoundé VI,Briqueterie,3.815084,11.542402,+237 692 911 217,visiontchoupo@gmail.com,Oui,Non,Non,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0171,Centre Ophtalmologique Saint-Marc,Douala,Douala II,Makepe,4.056285,9.633393,+237 696 796 069,marc@hotmail.com,Oui,Oui,Oui,Non,Non,Oui,Non,Lun–Ven 08h00–18h00
OPH0172,Clinique Ophtalmologique de Ndokoti,Douala,Douala III,Japoma,4.093553,9.712123,+237 653 208 625,ndokoti@ophta.cm,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Ven 08h00–18h00
OPH0173,Clinique Ophtalmologique de PK17,Douala,Douala I,Village,4.106834,9.6453,+237 655 979 335,pk17@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 07h00–20h00
OPH0174,Clinique des Yeux de Village,Douala,Douala I,Village,3.99726,9.71691,+237 651 945 111,desyeuxvillage@hotmail.com,Oui,Non,Oui,Non,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0175,Cabinet Ophtalmologique Tabi,Yaoundé,Yaoundé I,Mvog-Ada,3.831057,11.475335,+237 690 128 082,tabi@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0176,Cabinet Ophtalmologique Kuitche,Yaoundé,Yaoundé VI,Mvog-Ada,3.761614,11.506201,+237 233 990 826,kuitche@hotmail.com,Oui,Oui,Non,Non,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0177,Cabinet Ophtalmologique Simo,Yaoundé,Yaoundé III,Mokolo,3.767501,11.533814,+237 650 639 242,simo@gmail.com,Oui,Oui,Oui,Oui,Oui,Non,Oui,Lun–Ven 07h30–17h30
OPH0178,Clinique des Yeux de Mvan,Yaoundé,Yaoundé I,Nkomo,3.811535,11.476213,+237 653 559 187,desyeuxmvan@hotmail.com,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0179,Centre Ophtalmologique Saint-Raphaël,Yaoundé,Yaoundé I,Nkomo,3.821507,11.395381,+237 652 670 629,raphaël@gmail.com,Oui,Non,Oui,Oui,Non,Oui,Oui,Lun–Sam 08h00–17h00
OPH0180,Clinique des Yeux de Ndokoti,Douala,Douala IV,PK17,4.030409,9.771782,+237 651 912 457,desyeuxndokoti@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0181,Clinique Ophtalmologique de Ndog-Passi III,Douala,Douala VI,Bonaberi,4.049855,9.623268,+237 698 209 406,ndog-passiiii@ophta.cm,Oui,Non,Non,Oui,Oui,Oui,Non,Lun–Dim 08h00–18h00
OPH0182,Centre de la Vision Owona,Douala,Douala VI,Ndog-Bong,4.007287,9.638158,+237 679 377 501,visionowona@ophta.cm,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0183,Clinique des Yeux de Djoungolo,Yaoundé,Yaoundé IV,Carrière,3.869205,11.459906,+237 655 818 468,desyeuxdjoungo@gmail.com,Oui,Non,Non,Oui,Non,Oui,Oui,Lun–Ven 07h30–17h30
OPH0184,Clinique des Yeux de Kotto,Douala,Douala II,Nzeng-Ayong,4.085668,9.653019,+237 691 001 469,desyeuxkotto@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0185,Cabinet Ophtalmologique Ndjock,Yaoundé,Yaoundé I,Étoa-Meki,3.895497,11.495003,+237 694 966 840,ndjock@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0186,Clinique Ophtalmologique de Nkol-Afeme,Yaoundé,Yaoundé I,Nkol-Afeme,3.907964,11.462776,+237 699 964 041,nkol-afeme@ophta.cm,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
OPH0187,Cabinet Ophtalmologique Zang,Yaoundé,Yaoundé I,Nkol-Afeme,3.782008,11.531064,+237 655 989 176,zang@gmail.com,Oui,Non,Oui,Non,Oui,Non,Oui,Lun–Sam 07h30–19h00
OPH0188,Centre de la Vision Bello,Douala,Douala I,Bali,3.970379,9.708548,+237 653 393 593,visionbello@ophta.cm,Oui,Oui,Non,Oui,Oui,Oui,Non,Lun–Sam 07h00–20h00
OPH0189,Clinique Ophtalmologique de Ndoghem,Douala,Douala IV,Ndoghem,4.043295,9.725784,+237 699 195 528,ndoghem@gmail.com,Oui,Oui,Oui,Oui,Oui,Non,Oui,Lun–Dim 08h00–18h00
OPH0190,Clinique Ophtalmologique de Nzeng-Ayong,Douala,Douala I,Kotto,3.989239,9.683415,+237 693 092 177,nzeng-ayong@hotmail.com,Oui,Non,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0191,Clinique des Yeux de Ndogbong,Douala,Douala IV,Bangue,4.067248,9.70331,+237 652 581 980,desyeuxndogbon@yahoo.fr,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0192,Cabinet Ophtalmologique Kamga,Douala,Douala VI,Village,4.060512,9.636731,+237 694 653 505,kamga@yahoo.fr,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Ven 07h30–17h30
OPH0193,Clinique des Yeux de Nkomo,Yaoundé,Yaoundé V,Nkomo,3.768996,11.434221,+237 677 215 715,desyeuxnkomo@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0194,Clinique des Yeux de Omnisports,Yaoundé,Yaoundé IV,Ngoa-Ekélé,3.850239,11.578179,+237 695 925 623,desyeuxomnispo@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0195,Clinique Ophtalmologique de Mboppi,Douala,Douala V,Mboppi,4.089133,9.707417,+237 652 602 154,mboppi@yahoo.fr,Oui,Non,Oui,Non,Oui,Oui,Non,Lun–Sam 07h00–20h00
OPH0196,Clinique des Yeux de Soboum,Douala,Douala VI,Bonaloka,4.023951,9.708107,+237 695 970 714,desyeuxsoboum@yahoo.fr,Oui,Non,Oui,Non,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0197,Cabinet Ophtalmologique Kuitche,Douala,Douala V,Ndog-Passi III,4.116049,9.770438,+237 650 881 353,kuitche@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0198,Clinique des Yeux de Nkol-Afeme,Yaoundé,Yaoundé I,Madagascar,3.865174,11.475743,+237 654 651 255,desyeuxnkol-af@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,7j/7 — 08h00–20h00
OPH0199,Cabinet Ophtalmologique Essomba,Yaoundé,Yaoundé IV,Simbock,3.872952,11.41809,+237 653 880 554,essomba@gmail.com,Oui,Non,Non,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0200,Clinique des Yeux de Mendong,Yaoundé,Yaoundé II,Mimboman,3.835464,11.471714,+237 697 192 841,desyeuxmendong@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h30–18h30
OPH0201,Clinique Ophtalmologique de Nsam,Yaoundé,Yaoundé IV,Nlongkak,3.814939,11.582406,+237 222 453 190,nsam@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Oui,Lun–Sam 07h30–19h00
OPH0202,Centre Ophtalmologique Saint-Cyprien,Douala,Douala II,Ndogbong,4.041028,9.640314,+237 699 036 392,cyprien@yahoo.fr,Oui,Non,Non,Non,Non,Oui,Oui,Lun–Sam 08h00–17h00
OPH0203,Clinique des Yeux de Mvog-Atangana,Yaoundé,Yaoundé II,Mvog-Atangana,3.774127,11.460331,+237 650 804 829,desyeuxmvog-at@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h00–17h00
OPH0204,Centre Ophtalmologique Saint-Paul,Yaoundé,Yaoundé V,Madagascar,3.788693,11.539438,+237 679 488 919,paul@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,7j/7 — 08h00–20h00
OPH0205,Centre de la Vision Mbassi,Yaoundé,Yaoundé III,Simbock,3.938741,11.503957,+237 694 431 510,visionmbassi@yahoo.fr,Oui,Non,Oui,Oui,Non,Non,Oui,Lun–Dim 08h00–18h00
OPH0206,Centre de la Vision Bello,Yaoundé,Yaoundé VII,Tsinga,3.775552,11.529321,+237 243 348 197,visionbello@yahoo.fr,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0207,Clinique des Yeux de PK8,Douala,Douala VI,Bonanjo,3.991613,9.75035,+237 690 626 803,desyeuxpk8@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0208,Clinique des Yeux de Nzeng-Ayong,Douala,Douala IV,Ndoghem,4.092046,9.723403,+237 233 595 476,desyeuxnzeng-a@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0209,Ophtalmologie Vie,Yaoundé,Yaoundé VI,Nkol-Eton,3.86954,11.550623,+237 653 227 356,ophtalmologiev@yahoo.fr,Oui,Oui,Non,Oui,Non,Non,Oui,Lun–Sam 08h00–17h00
OPH0210,Clinique Ophtalmologique de Olembe,Yaoundé,Yaoundé VI,Ekounou,3.802501,11.497233,+237 677 594 073,olembe@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Oui,Lun–Dim 08h00–18h00
OPH0211,Centre Ophtalmologique Saint-Cécile,Yaoundé,Yaoundé V,Omnisports,3.867102,11.568401,+237 243 830 152,cécile@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Sam 08h00–17h00
OPH0212,Centre de la Vision Ekani,Yaoundé,Yaoundé IV,Elig-Essono,3.945929,11.50884,+237 691 270 791,visionekani@yahoo.fr,Oui,Non,Non,Oui,Non,Non,Non,Lun–Ven 08h00–18h00
OPH0213,Clinique des Yeux de Mimboman,Yaoundé,Yaoundé V,Mvog-Beti,3.791253,11.558264,+237 652 609 736,desyeuxmimboma@gmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h30–19h00
OPH0214,Clinique des Yeux de Essos,Yaoundé,Yaoundé II,Essos,3.844727,11.548166,+237 242 191 338,desyeuxessos@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,7j/7 — 08h00–20h00
OPH0215,Centre de la Vision Bikié,Douala,Douala VI,Bali,4.073088,9.693163,+237 693 920 288,visionbikié@ophta.cm,Oui,Oui,Oui,Non,Non,Non,Non,Lun–Sam 08h30–18h30
OPH0216,Cabinet Ophtalmologique Owona,Douala,Douala II,PK8,3.997295,9.758295,+237 691 169 976,owona@ophta.cm,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0217,Centre de la Vision Feudjio,Douala,Douala I,Bonapriso,4.057594,9.720179,+237 654 267 460,visionfeudjio@hotmail.com,Oui,Oui,Oui,Oui,Oui,Non,Oui,Lun–Ven 07h30–17h30
OPH0218,Cabinet Ophtalmologique Ndoumbe,Yaoundé,Yaoundé III,Nkolbisson,3.836546,11.580966,+237 678 937 455,ndoumbe@gmail.com,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Dim 08h00–18h00
OPH0219,Ophtalmologie Harmonie,Douala,Douala III,Ndogpassi,4.035849,9.651608,+237 699 378 879,ophtalmologieh@gmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Oui,Lun–Ven 07h30–17h30
OPH0220,Centre de la Vision Wamba,Yaoundé,Yaoundé VII,Essos,3.812451,11.541529,+237 243 505 950,visionwamba@yahoo.fr,Oui,Non,Non,Oui,Oui,Non,Oui,7j/7 — 08h00–20h00
OPH0221,Centre de la Vision Simo,Douala,Douala V,Mbanya,4.01989,9.785056,+237 695 813 060,visionsimo@hotmail.com,Oui,Oui,Oui,Oui,Non,Non,Non,Lun–Sam 07h00–20h00
OPH0222,Centre Ophtalmologique Saint-Bruno,Douala,Douala V,Koumassi,4.000156,9.644006,+237 653 431 217,bruno@gmail.com,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Dim 08h00–18h00
OPH0223,Clinique des Yeux de Mbanya,Douala,Douala I,Bonanjo,4.034478,9.783404,+237 650 567 537,desyeuxmbanya@yahoo.fr,Oui,Non,Oui,Oui,Non,Oui,Non,Lun–Sam 08h00–17h00
OPH0224,Centre de la Vision Tabi,Yaoundé,Yaoundé III,Messa,3.811844,11.414397,+237 650 046 134,visiontabi@ophta.cm,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0225,Ophtalmologie Salut,Douala,Douala III,New Bell,4.040649,9.781215,+237 679 034 752,ophtalmologies@hotmail.com,Oui,Non,Oui,Non,Non,Oui,Non,Lun–Sam 07h30–19h00
OPH0226,Centre de la Vision Onana,Douala,Douala II,PK17,3.977059,9.719044,+237 697 000 738,visiononana@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h00–20h00
OPH0227,Clinique Ophtalmologique de PK10,Douala,Douala V,Bonanjo,4.098719,9.746767,+237 677 601 168,pk10@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,7j/7 — 08h00–20h00
OPH0228,Clinique des Yeux de Bangue,Douala,Douala III,PK14,3.965611,9.706009,+237 697 176 676,desyeuxbangue@gmail.com,Oui,Non,Non,Non,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0229,Centre Ophtalmologique Saint-Gabriel,Yaoundé,Yaoundé I,Messa,3.818075,11.519715,+237 693 535 419,gabriel@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 07h30–19h00
OPH0230,Ophtalmologie Salut,Yaoundé,Yaoundé VII,Étoa-Meki,3.782759,11.530672,+237 696 294 251,ophtalmologies@yahoo.fr,Oui,Non,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0231,Clinique Ophtalmologique de PK10,Douala,Douala I,Ndokoti,4.092923,9.740846,+237 243 208 708,pk10@ophta.cm,Oui,Non,Oui,Oui,Non,Non,Non,Lun–Ven 07h30–17h30
OPH0232,Clinique des Yeux de Sodiko,Douala,Douala VI,PK17,3.976829,9.68874,+237 242 006 639,desyeuxsodiko@ophta.cm,Oui,Non,Oui,Oui,Oui,Non,Oui,Lun–Sam 08h00–17h00
OPH0233,Centre de la Vision Zang,Yaoundé,Yaoundé I,Mokolo,3.774996,11.497281,+237 694 374 258,visionzang@hotmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Sam 08h30–18h30
OPH0234,Cabinet Ophtalmologique Mvé,Yaoundé,Yaoundé VII,Essos,3.911199,11.445117,+237 691 889 031,mvé@hotmail.com,Oui,Oui,Oui,Oui,Non,Oui,Non,Lun–Ven 07h30–17h30
OPH0235,Centre Ophtalmologique Saint-Monique,Yaoundé,Yaoundé III,Djoungolo,3.882454,11.556488,+237 695 786 967,monique@gmail.com,Oui,Non,Oui,Oui,Oui,Non,Non,Lun–Ven 08h00–18h00
OPH0236,Centre Ophtalmologique Saint-Bernadette,Douala,Douala V,Ndog-Bong,3.990279,9.737361,+237 679 148 836,bernadette@yahoo.fr,Oui,Oui,Oui,Oui,Oui,Oui,Non,7j/7 — 08h00–20h00
OPH0237,Clinique des Yeux de Bonamoussadi,Douala,Douala VI,Koumassi,4.008436,9.783371,+237 692 482 094,desyeuxbonamou@yahoo.fr,Oui,Non,Oui,Non,Non,Non,Non,7j/7 — 08h00–20h00
OPH0238,Centre Ophtalmologique Saint-Bruno,Yaoundé,Yaoundé III,Ahala,3.860463,11.397948,+237 678 342 529,bruno@yahoo.fr,Oui,Oui,Oui,Oui,Non,Oui,Oui,Lun–Dim 08h00–18h00
OPH0239,Clinique Ophtalmologique de Ndog-Bong,Douala,Douala III,Ndogpassi,4.069064,9.628029,+237 677 991 985,ndog-bong@hotmail.com,Oui,Oui,Oui,Oui,Oui,Oui,Non,Lun–Ven 07h30–17h30
OPH0240,Clinique Ophtalmologique de Messa,Yaoundé,Yaoundé VI,Messa,3.791506,11.531262,+237 650 298 441,messa@gmail.com,Oui,Non,Oui,Oui,Oui,Oui,Non,7j/7 — 08h00–20h00
