id,name,type,city,district,neighborhood,address,latitude,longitude,services,opening_hours,is_open_24h,contact,email,source_category,metadata
DIA0196,Centre de Néphrologie de Village,Dialyse,Douala,Douala I,Bassa,,4.086682,9.663351,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps""]",Lun–Ven 07h00–19h00,false,+237 242 414 467,néphrologievil@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""9"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0197,Centre de Néphrologie de Youpwé,Dialyse,Douala,Douala II,Kotto,,3.973037,9.731502,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 06h00–22h00,false,+237 699 016 229,néphrologieyou@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0198,Centre de Dialyse Saint-Claire,Dialyse,Yaoundé,Yaoundé I,Mokolo,,3.837452,11.400768,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 243 060 742,claire@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""8"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0199,Centre Rénal Biyiti,Dialyse,Yaoundé,Yaoundé IV,Mokolo,,3.878231,11.432490,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 06h00–22h00,false,+237 690 013 643,rénalbiyiti@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""7"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0200,Centre Rénal Mvé,Dialyse,Yaoundé,Yaoundé IV,Bastos,,3.839692,11.498470,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Sam 06h00–20h00,false,+237 693 136 499,rénalmvé@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0201,Centre de Dialyse Saint-Cécile,Dialyse,Yaoundé,Yaoundé VII,Carrière,,3.830087,11.453351,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Sam 06h00–20h00,false,+237 679 085 254,cécile@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""4"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0202,Dialyse Salut,Dialyse,Yaoundé,Yaoundé I,Biyem-Assi,,3.782321,11.480544,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 652 407 883,salut@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0203,Centre de Néphrologie de Nkongmondo,Dialyse,Douala,Douala II,Kotto,,4.057300,9.640292,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps""]",Lun–Ven 07h00–19h00,false,+237 679 035 393,néphrologienko@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""13"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0204,Dialyse Alliance,Dialyse,Yaoundé,Yaoundé III,Nkomo,,3.812109,11.448564,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 678 687 019,alliance@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""3"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0205,Centre de Dialyse Saint-Raphaël,Dialyse,Yaoundé,Yaoundé VII,Omnisports,,3.917689,11.509424,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps""]",7j/7 — 07h00–21h00,false,+237 679 751 565,raphaël@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""16"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0206,Centre de Dialyse de Elig-Essono,Dialyse,Yaoundé,Yaoundé I,Elig-Essono,,3.860023,11.604571,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps""]",Lun–Ven 07h00–19h00,false,+237 678 656 522,elig-essono@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""11"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0207,Centre de Dialyse de Olembe,Dialyse,Yaoundé,Yaoundé VI,Olembe,,3.936399,11.458286,"[""hemodialyse"", ""urgences_renales"", ""prise_en_charge_cnps""]",7j/7 — 07h00–21h00,false,+237 654 432 294,olembe@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""13"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0208,Centre de Dialyse de Bastos,Dialyse,Yaoundé,Yaoundé VII,Bastos,,3.833944,11.562957,"[""hemodialyse"", ""urgences_renales"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 691 875 759,bastos@gmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""12"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0209,Centre de Néphrologie de Koumassi,Dialyse,Douala,Douala III,Bangue,,4.096840,9.777386,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 06h00–22h00,false,+237 690 153 110,néphrologiekou@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0210,Centre de Dialyse de Cité Verte,Dialyse,Yaoundé,Yaoundé VI,Cité Verte,,3.859300,11.447655,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 695 657 334,citéverte@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""20"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0211,Centre de Néphrologie de Kotto,Dialyse,Douala,Douala VI,Kotto,,4.036331,9.724991,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 655 361 058,néphrologiekot@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""3"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0212,Centre de Dialyse Saint-Claire,Dialyse,Douala,Douala III,Bessengue,,4.007133,9.761899,"[""hemodialyse"", ""prise_en_charge_cnps""]",7j/7 — 06h00–22h00,false,+237 243 324 877,claire@gmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""10"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0213,Centre de Dialyse Saint-Patrick,Dialyse,Yaoundé,Yaoundé IV,Etoudi,,3.908889,11.454928,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 698 075 073,patrick@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""14"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0214,Centre de Néphrologie de Makepe,Dialyse,Douala,Douala III,Ndogpassi,,4.102620,9.750038,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 655 544 637,néphrologiemak@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""3"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0215,Unité de Dialyse Zang,Dialyse,Yaoundé,Yaoundé IV,Olembe,,3.831502,11.555461,"[""hemodialyse"", ""prise_en_charge_minsante""]",7j/7 — 06h00–22h00,false,+237 678 860 706,unitézang@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""9"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0216,Dialyse Avenir,Dialyse,Douala,Douala V,Boko,,4.045269,9.664539,"[""hemodialyse"", ""consultation_nephrologue""]",Lun–Ven 07h00–19h00,false,+237 654 619 053,avenir@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""13"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0217,Centre de Néphrologie de PK14,Dialyse,Douala,Douala IV,Bonaberi,,4.068296,9.694470,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales""]",7j/7 — 06h00–22h00,false,+237 691 050 243,néphrologiepk1@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""17"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0218,Unité de Dialyse Abega,Dialyse,Yaoundé,Yaoundé III,Messa,,3.790299,11.511085,"[""hemodialyse"", ""consultation_nephrologue""]",Lun–Sam 06h00–20h00,false,+237 693 186 536,unitéabega@gmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""6"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0219,Centre de Dialyse de Tsinga,Dialyse,Yaoundé,Yaoundé II,Tsinga,,3.884283,11.603498,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 690 746 962,tsinga@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0220,Centre de Néphrologie de Nyalla,Dialyse,Douala,Douala VI,Cité des Palmiers,,4.053788,9.679646,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales""]",7j/7 — 06h00–22h00,false,+237 652 014 467,néphrologienya@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""4"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0221,Centre de Dialyse de Nkol-Afeme,Dialyse,Yaoundé,Yaoundé II,Mvog-Atangana,,3.826895,11.550613,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 699 149 844,nkol-afeme@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""15"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0222,Centre de Néphrologie de Messa,Dialyse,Yaoundé,Yaoundé I,Messa,,3.896848,11.488631,"[""hemodialyse"", ""dialyse_peritoneale""]",Lun–Sam 06h00–20h00,false,+237 690 499 056,néphrologiemes@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""11"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0223,Centre de Dialyse de Nlongkak,Dialyse,Yaoundé,Yaoundé III,Émana,,3.912475,11.553719,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps""]",7j/7 — 07h00–21h00,false,+237 696 509 764,nlongkak@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""5"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0224,Centre Rénal Abega,Dialyse,Yaoundé,Yaoundé I,Omnisports,,3.856974,11.463277,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 678 686 883,rénalabega@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""15"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0225,Unité de Dialyse Nkeng,Dialyse,Douala,Douala III,Logbessou,,3.978671,9.719166,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Sam 06h00–20h00,false,+237 694 023 038,uniténkeng@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""15"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0226,Unité de Dialyse Bikié,Dialyse,Yaoundé,Yaoundé III,Mvog-Ada,,3.954404,11.486777,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""urgences_renales""]",7j/7 — 07h00–21h00,false,+237 652 934 131,unitébikié@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""18"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0227,Centre Rénal Hamadou,Dialyse,Douala,Douala II,Bonapriso,,4.105164,9.731569,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 233 520 784,rénalhamadou@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""15"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0228,Centre de Dialyse de Mvog-Beti,Dialyse,Yaoundé,Yaoundé VI,Mvog-Beti,,3.909627,11.442095,"[""hemodialyse"", ""consultation_nephrologue""]",7j/7 — 06h00–22h00,false,+237 697 115 686,mvog-beti@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""3"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0229,Centre de Néphrologie de Akwa,Dialyse,Douala,Douala V,Mbanya,,3.970427,9.672982,"[""hemodialyse"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 654 326 266,néphrologieakw@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""20"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0230,Unité de Dialyse Mvé,Dialyse,Yaoundé,Yaoundé II,Biteng,,3.801219,11.437204,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 651 853 813,unitémvé@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""16"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0231,Centre de Dialyse Saint-Thérèse,Dialyse,Douala,Douala III,Japoma,,3.972391,9.713893,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps""]",7j/7 — 07h00–21h00,false,+237 691 541 012,thérèse@gmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""14"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0232,Centre Rénal Elong,Dialyse,Douala,Douala IV,Cité des Palmiers,,3.965459,9.699166,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps""]",Lun–Ven 07h00–19h00,false,+237 233 273 308,rénalelong@gmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""5"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0233,Centre de Dialyse Saint-Michel,Dialyse,Yaoundé,Yaoundé III,Obili,,3.836528,11.502395,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 222 835 114,michel@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""14"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0234,Centre Rénal Bikié,Dialyse,Douala,Douala I,Ndog-Passi III,,4.056810,9.702169,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Sam 06h00–20h00,false,+237 242 292 498,rénalbikié@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""3"", ""seances_par_semaine"": ""Sur rendez-vous"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0235,Unité de Dialyse Ngoa,Dialyse,Yaoundé,Yaoundé VII,Cité Verte,,3.916345,11.495699,"[""hemodialyse"", ""consultation_nephrologue"", ""urgences_renales"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",Lun–Ven 07h00–19h00,false,+237 679 909 517,uniténgoa@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""20"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Oui"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0236,Unité de Dialyse Wamba,Dialyse,Douala,Douala I,Ndog-Bong,,4.080135,9.654236,"[""hemodialyse"", ""consultation_nephrologue""]",7j/7 — 06h00–22h00,false,+237 652 929 142,unitéwamba@yahoo.fr,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""10"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Non""}"
DIA0237,Unité de Dialyse Belinga,Dialyse,Yaoundé,Yaoundé I,Essos,,3.903973,11.553260,"[""hemodialyse"", ""dialyse_peritoneale"", ""consultation_nephrologue"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 696 809 844,unitébelinga@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Oui"", ""nb_postes_dialyse"": ""15"", ""seances_par_semaine"": ""2 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Non"", ""prise_en_charge_minsante"": ""Oui""}"
DIA0238,Unité de Dialyse Simo,Dialyse,Yaoundé,Yaoundé VI,Nkomo,,3.824515,11.524925,"[""hemodialyse"", ""consultation_nephrologue"", ""prise_en_charge_cnps""]",7j/7 — 06h00–22h00,false,+237 699 505 697,unitésimo@hotmail.com,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""2"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Oui"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Non""}"
DIA0239,Centre de Dialyse de Mboppi,Dialyse,Douala,Douala III,Mboppi,,3.992501,9.716144,"[""hemodialyse"", ""prise_en_charge_cnps"", ""prise_en_charge_minsante""]",7j/7 — 07h00–21h00,false,+237 655 831 062,mboppi@dialyse.cm,Dialyse,"{""hemodialyse"": ""Oui"", ""dialyse_peritoneale"": ""Non"", ""nb_postes_dialyse"": ""14"", ""seances_par_semaine"": ""3 séances/semaine"", ""consultation_nephrologue"": ""Non"", ""urgences_renales"": ""Non"", ""prise_en_charge_cnps"": ""Oui"", ""prise_en_charge_minsante"": ""Oui""}"
